encounter_name,trainer_name,trainer_class,canonical_location_id,canonical_location_name,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id,gen1_class,gen1_index,map,source,map_line,x,y,location_method
TRAINER_CUE_BALL_7,,TRAINER_CLASS_CUE_BALL,30,Route 17,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route17; source=object_event; map_line=33; object_xy=2,68; script_label=TEXT_ROUTE17_BIKER7",1,4,,CUE_BALL,7,Route17,object_event,33,2,68,route
TRAINER_CUE_BALL_8,,TRAINER_CLASS_CUE_BALL,30,Route 17,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route17; source=object_event; map_line=34; object_xy=14,98; script_label=TEXT_ROUTE17_BIKER8",1,4,,CUE_BALL,8,Route17,object_event,34,14,98,route
TRAINER_CUE_BALL_9,,TRAINER_CLASS_CUE_BALL,46,Route 21,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route21; source=object_event; map_line=23; object_xy=12,30; script_label=TEXT_ROUTE21_SWIMMER2",1,4,,CUE_BALL,9,Route21,object_event,23,12,30,route
TRAINER_GAMBLER_1,,TRAINER_CLASS_GAMBLER,17,Route 11,,,,TRAINER_PIC_GAMBLER,,"redblue_map=Route11; source=object_event; map_line=27; object_xy=10,14; script_label=TEXT_ROUTE11_GAMBLER1",1,4,,GAMBLER,1,Route11,object_event,27,10,14,route
TRAINER_GAMBLER_2,,TRAINER_CLASS_GAMBLER,17,Route 11,,,,TRAINER_PIC_GAMBLER,,"redblue_map=Route11; source=object_event; map_line=28; object_xy=26,9; script_label=TEXT_ROUTE11_GAMBLER2",1,4,,GAMBLER,2,Route11,object_event,28,26,9,route
TRAINER_GAMBLER_3,,TRAINER_CLASS_GAMBLER,17,Route 11,,,,TRAINER_PIC_GAMBLER,,"redblue_map=Route11; source=object_event; map_line=32; object_xy=45,7; script_label=TEXT_ROUTE11_GAMBLER3",1,4,,GAMBLER,3,Route11,object_event,32,45,7,route
TRAINER_GAMBLER_4,,TRAINER_CLASS_GAMBLER,17,Route 11,,,,TRAINER_PIC_GAMBLER,,"redblue_map=Route11; source=object_event; map_line=33; object_xy=33,3; script_label=TEXT_ROUTE11_GAMBLER4",1,4,,GAMBLER,4,Route11,object_event,33,33,3,route
TRAINER_GAMBLER_5,,TRAINER_CLASS_GAMBLER,24,Route 8,,,,TRAINER_PIC_GAMBLER,,"redblue_map=Route8; source=object_event; map_line=27; object_xy=13,9; script_label=TEXT_ROUTE8_GAMBLER1",1,4,,GAMBLER,5,Route8,object_event,27,13,9,route
TRAINER_GAMBLER_6,,TRAINER_CLASS_GAMBLER,,,,,,TRAINER_PIC_GAMBLER,,party exists in decomp but no map object/script trainer reference was found,1,4,,GAMBLER,6,,,,,,unreferenced
TRAINER_GAMBLER_7,,TRAINER_CLASS_GAMBLER,24,Route 8,,,,TRAINER_PIC_GAMBLER,,"redblue_map=Route8; source=object_event; map_line=33; object_xy=46,13; script_label=TEXT_ROUTE8_GAMBLER2",1,4,,GAMBLER,7,Route8,object_event,33,46,13,route
TRAINER_BEAUTY_1,,TRAINER_CLASS_BEAUTY,26,Celadon City,,,,TRAINER_PIC_BEAUTY,,"redblue_map=CeladonGym; source=object_event; map_line=23; object_xy=7,10; script_label=TEXT_CELADONGYM_BEAUTY1",1,4,,BEAUTY,1,CeladonGym,object_event,23,7,10,manual
TRAINER_BEAUTY_2,,TRAINER_CLASS_BEAUTY,26,Celadon City,,,,TRAINER_PIC_BEAUTY,,"redblue_map=CeladonGym; source=object_event; map_line=25; object_xy=1,5; script_label=TEXT_CELADONGYM_BEAUTY2",1,4,,BEAUTY,2,CeladonGym,object_event,25,1,5,manual
TRAINER_BEAUTY_3,,TRAINER_CLASS_BEAUTY,26,Celadon City,,,,TRAINER_PIC_BEAUTY,,"redblue_map=CeladonGym; source=object_event; map_line=27; object_xy=3,3; script_label=TEXT_CELADONGYM_BEAUTY3",1,4,,BEAUTY,3,CeladonGym,object_event,27,3,3,manual
TRAINER_BEAUTY_4,,TRAINER_CLASS_BEAUTY,36,Route 13,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route13; source=object_event; map_line=30; object_xy=33,6; script_label=TEXT_ROUTE13_BEAUTY1",1,4,,BEAUTY,4,Route13,object_event,30,33,6,route
TRAINER_BEAUTY_5,,TRAINER_CLASS_BEAUTY,36,Route 13,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route13; source=object_event; map_line=31; object_xy=32,6; script_label=TEXT_ROUTE13_BEAUTY2",1,4,,BEAUTY,5,Route13,object_event,31,32,6,route
TRAINER_BEAUTY_6,,TRAINER_CLASS_BEAUTY,39,Route 20,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route20; source=object_event; map_line=27; object_xy=45,10; script_label=TEXT_ROUTE20_SWIMMER3",1,4,,BEAUTY,6,Route20,object_event,27,45,10,route
TRAINER_BEAUTY_7,,TRAINER_CLASS_BEAUTY,39,Route 20,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route20; source=object_event; map_line=32; object_xy=25,7; script_label=TEXT_ROUTE20_SWIMMER7",1,4,,BEAUTY,7,Route20,object_event,32,25,7,route
TRAINER_BEAUTY_8,,TRAINER_CLASS_BEAUTY,39,Route 20,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route20; source=object_event; map_line=34; object_xy=15,8; script_label=TEXT_ROUTE20_SWIMMER9",1,4,,BEAUTY,8,Route20,object_event,34,15,8,route
TRAINER_BEAUTY_9,,TRAINER_CLASS_BEAUTY,34,Route 15,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route15; source=object_event; map_line=31; object_xy=53,11; script_label=TEXT_ROUTE15_BEAUTY1",1,4,,BEAUTY,9,Route15,object_event,31,53,11,route
TRAINER_BEAUTY_10,,TRAINER_CLASS_BEAUTY,34,Route 15,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route15; source=object_event; map_line=32; object_xy=41,10; script_label=TEXT_ROUTE15_BEAUTY2",1,4,,BEAUTY,10,Route15,object_event,32,41,10,route
TRAINER_BEAUTY_11,,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map object/script trainer reference was found,1,4,,BEAUTY,11,,,,,,unreferenced
TRAINER_BEAUTY_12,,TRAINER_CLASS_BEAUTY,38,Route 19,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route19; source=object_event; map_line=28; object_xy=8,43; script_label=TEXT_ROUTE19_SWIMMER5",1,4,,BEAUTY,12,Route19,object_event,28,8,43,route
TRAINER_BEAUTY_13,,TRAINER_CLASS_BEAUTY,38,Route 19,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route19; source=object_event; map_line=29; object_xy=11,43; script_label=TEXT_ROUTE19_SWIMMER6",1,4,,BEAUTY,13,Route19,object_event,29,11,43,route
TRAINER_BEAUTY_14,,TRAINER_CLASS_BEAUTY,38,Route 19,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route19; source=object_event; map_line=31; object_xy=10,44; script_label=TEXT_ROUTE19_SWIMMER8",1,4,,BEAUTY,14,Route19,object_event,31,10,44,route
TRAINER_BEAUTY_15,,TRAINER_CLASS_BEAUTY,39,Route 20,,,,TRAINER_PIC_BEAUTY,,"redblue_map=Route20; source=object_event; map_line=26; object_xy=68,11; script_label=TEXT_ROUTE20_SWIMMER2",1,4,,BEAUTY,15,Route20,object_event,26,68,11,route
TRAINER_PSYCHIC_TR_1,,TRAINER_CLASS_PSYCHIC_TR,27,Saffron City,,,,TRAINER_PIC_PSYCHIC,,"redblue_map=SaffronGym; source=object_event; map_line=54; object_xy=17,1; script_label=TEXT_SAFFRONGYM_YOUNGSTER1",1,4,,PSYCHIC_TR,1,SaffronGym,object_event,54,17,1,manual
TRAINER_PSYCHIC_TR_2,,TRAINER_CLASS_PSYCHIC_TR,27,Saffron City,,,,TRAINER_PIC_PSYCHIC,,"redblue_map=SaffronGym; source=object_event; map_line=56; object_xy=17,7; script_label=TEXT_SAFFRONGYM_YOUNGSTER2",1,4,,PSYCHIC_TR,2,SaffronGym,object_event,56,17,7,manual
TRAINER_PSYCHIC_TR_3,,TRAINER_CLASS_PSYCHIC_TR,27,Saffron City,,,,TRAINER_PIC_PSYCHIC,,"redblue_map=SaffronGym; source=object_event; map_line=58; object_xy=17,13; script_label=TEXT_SAFFRONGYM_YOUNGSTER3",1,4,,PSYCHIC_TR,3,SaffronGym,object_event,58,17,13,manual
TRAINER_PSYCHIC_TR_4,,TRAINER_CLASS_PSYCHIC_TR,27,Saffron City,,,,TRAINER_PIC_PSYCHIC,,"redblue_map=SaffronGym; source=object_event; map_line=59; object_xy=3,1; script_label=TEXT_SAFFRONGYM_YOUNGSTER4",1,4,,PSYCHIC_TR,4,SaffronGym,object_event,59,3,1,manual
TRAINER_ROCKER_1,,TRAINER_CLASS_ROCKER,16,Vermilion City,,,,TRAINER_PIC_ROCKER,,"redblue_map=VermilionGym; source=object_event; map_line=20; object_xy=3,8; script_label=TEXT_VERMILIONGYM_SUPER_NERD",1,4,,ROCKER,1,VermilionGym,object_event,20,3,8,manual
TRAINER_ROCKER_2,,TRAINER_CLASS_ROCKER,23,Route 12,,,,TRAINER_PIC_ROCKER,,"redblue_map=Route12; source=object_event; map_line=31; object_xy=14,76; script_label=TEXT_ROUTE12_SUPER_NERD",1,4,,ROCKER,2,Route12,object_event,31,14,76,route
TRAINER_JUGGLER_1,,TRAINER_CLASS_JUGGLER,27,Saffron City,,,,TRAINER_PIC_JUGGLER,,"redblue_map=SilphCo5F; source=object_event; map_line=32; object_xy=18,10; script_label=TEXT_SILPHCO5F_ROCKER",1,4,,JUGGLER,1,SilphCo5F,object_event,32,18,10,manual
TRAINER_JUGGLER_2,,TRAINER_CLASS_JUGGLER,48,Victory Road,,,,TRAINER_PIC_JUGGLER,,"redblue_map=VictoryRoad2F; source=object_event; map_line=32; object_xy=21,13; script_label=TEXT_VICTORYROAD2F_SUPER_NERD1",1,4,,JUGGLER,2,VictoryRoad2F,object_event,32,21,13,manual
TRAINER_JUGGLER_3,,TRAINER_CLASS_JUGGLER,32,Fuschia City,,,,TRAINER_PIC_JUGGLER,,"redblue_map=FuchsiaGym; source=object_event; map_line=23; object_xy=7,8; script_label=TEXT_FUCHSIAGYM_ROCKER2",1,4,,JUGGLER,3,FuchsiaGym,object_event,23,7,8,manual
TRAINER_JUGGLER_4,,TRAINER_CLASS_JUGGLER,32,Fuschia City,,,,TRAINER_PIC_JUGGLER,,"redblue_map=FuchsiaGym; source=object_event; map_line=27; object_xy=2,7; script_label=TEXT_FUCHSIAGYM_ROCKER6",1,4,,JUGGLER,4,FuchsiaGym,object_event,27,2,7,manual
TRAINER_JUGGLER_5,,TRAINER_CLASS_JUGGLER,48,Victory Road,,,,TRAINER_PIC_JUGGLER,,"redblue_map=VictoryRoad2F; source=object_event; map_line=35; object_xy=26,3; script_label=TEXT_VICTORYROAD2F_SUPER_NERD3",1,4,,JUGGLER,5,VictoryRoad2F,object_event,35,26,3,manual
TRAINER_JUGGLER_6,,TRAINER_CLASS_JUGGLER,,,,,,TRAINER_PIC_JUGGLER,,party exists in decomp but no map object/script trainer reference was found,1,4,,JUGGLER,6,,,,,,unreferenced
TRAINER_JUGGLER_7,,TRAINER_CLASS_JUGGLER,32,Fuschia City,,,,TRAINER_PIC_JUGGLER,,"redblue_map=FuchsiaGym; source=object_event; map_line=22; object_xy=8,13; script_label=TEXT_FUCHSIAGYM_ROCKER1",1,4,,JUGGLER,7,FuchsiaGym,object_event,22,8,13,manual
TRAINER_JUGGLER_8,,TRAINER_CLASS_JUGGLER,32,Fuschia City,,,,TRAINER_PIC_JUGGLER,,"redblue_map=FuchsiaGym; source=object_event; map_line=24; object_xy=1,12; script_label=TEXT_FUCHSIAGYM_ROCKER3",1,4,,JUGGLER,8,FuchsiaGym,object_event,24,1,12,manual
TRAINER_TAMER_1,,TRAINER_CLASS_TAMER,32,Fuschia City,,,,TRAINER_PIC_TAMER,,"redblue_map=FuchsiaGym; source=object_event; map_line=25; object_xy=3,5; script_label=TEXT_FUCHSIAGYM_ROCKER4",1,4,,TAMER,1,FuchsiaGym,object_event,25,3,5,manual
TRAINER_TAMER_2,,TRAINER_CLASS_TAMER,32,Fuschia City,,,,TRAINER_PIC_TAMER,,"redblue_map=FuchsiaGym; source=object_event; map_line=26; object_xy=8,2; script_label=TEXT_FUCHSIAGYM_ROCKER5",1,4,,TAMER,2,FuchsiaGym,object_event,26,8,2,manual
TRAINER_TAMER_3,,TRAINER_CLASS_TAMER,4,Viridian City,,,,TRAINER_PIC_TAMER,,"redblue_map=ViridianGym; source=object_event; map_line=27; object_xy=10,7; script_label=TEXT_VIRIDIANGYM_ROCKER1",1,4,,TAMER,3,ViridianGym,object_event,27,10,7,manual
TRAINER_TAMER_4,,TRAINER_CLASS_TAMER,4,Viridian City,,,,TRAINER_PIC_TAMER,,"redblue_map=ViridianGym; source=object_event; map_line=31; object_xy=2,16; script_label=TEXT_VIRIDIANGYM_ROCKER2",1,4,,TAMER,4,ViridianGym,object_event,31,2,16,manual
TRAINER_TAMER_5,,TRAINER_CLASS_TAMER,48,Victory Road,,,,TRAINER_PIC_TAMER,,"redblue_map=VictoryRoad2F; source=object_event; map_line=33; object_xy=19,8; script_label=TEXT_VICTORYROAD2F_COOLTRAINER_M",1,4,,TAMER,5,VictoryRoad2F,object_event,33,19,8,manual
TRAINER_TAMER_6,,TRAINER_CLASS_TAMER,,,,,,TRAINER_PIC_TAMER,,party exists in decomp but no map object/script trainer reference was found,1,4,,TAMER,6,,,,,,unreferenced
TRAINER_BIRD_KEEPER_1,,TRAINER_CLASS_BIRD_KEEPER,36,Route 13,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route13; source=object_event; map_line=24; object_xy=49,10; script_label=TEXT_ROUTE13_COOLTRAINER_M1",1,4,,BIRD_KEEPER,1,Route13,object_event,24,49,10,route
TRAINER_BIRD_KEEPER_2,,TRAINER_CLASS_BIRD_KEEPER,36,Route 13,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route13; source=object_event; map_line=29; object_xy=12,4; script_label=TEXT_ROUTE13_COOLTRAINER_M2",1,4,,BIRD_KEEPER,2,Route13,object_event,29,12,4,route
TRAINER_BIRD_KEEPER_3,,TRAINER_CLASS_BIRD_KEEPER,36,Route 13,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route13; source=object_event; map_line=33; object_xy=7,13; script_label=TEXT_ROUTE13_COOLTRAINER_M3",1,4,,BIRD_KEEPER,3,Route13,object_event,33,7,13,route
TRAINER_BIRD_KEEPER_4,,TRAINER_CLASS_BIRD_KEEPER,35,Route 14,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route14; source=object_event; map_line=26; object_xy=15,31; script_label=TEXT_ROUTE14_COOLTRAINER_M5",1,4,,BIRD_KEEPER,4,Route14,object_event,26,15,31,route
TRAINER_BIRD_KEEPER_5,,TRAINER_CLASS_BIRD_KEEPER,35,Route 14,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route14; source=object_event; map_line=27; object_xy=6,49; script_label=TEXT_ROUTE14_COOLTRAINER_M6",1,4,,BIRD_KEEPER,5,Route14,object_event,27,6,49,route
TRAINER_BIRD_KEEPER_6,,TRAINER_CLASS_BIRD_KEEPER,34,Route 15,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route15; source=object_event; map_line=29; object_xy=31,13; script_label=TEXT_ROUTE15_COOLTRAINER_M1",1,4,,BIRD_KEEPER,6,Route15,object_event,29,31,13,route
TRAINER_BIRD_KEEPER_7,,TRAINER_CLASS_BIRD_KEEPER,34,Route 15,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route15; source=object_event; map_line=30; object_xy=35,13; script_label=TEXT_ROUTE15_COOLTRAINER_M2",1,4,,BIRD_KEEPER,7,Route15,object_event,30,35,13,route
TRAINER_BIRD_KEEPER_8,,TRAINER_CLASS_BIRD_KEEPER,31,Route 18,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route18; source=object_event; map_line=20; object_xy=36,11; script_label=TEXT_ROUTE18_COOLTRAINER_M1",1,4,,BIRD_KEEPER,8,Route18,object_event,20,36,11,route
TRAINER_BIRD_KEEPER_9,,TRAINER_CLASS_BIRD_KEEPER,31,Route 18,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route18; source=object_event; map_line=21; object_xy=40,15; script_label=TEXT_ROUTE18_COOLTRAINER_M2",1,4,,BIRD_KEEPER,9,Route18,object_event,21,40,15,route
TRAINER_BIRD_KEEPER_10,,TRAINER_CLASS_BIRD_KEEPER,31,Route 18,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route18; source=object_event; map_line=22; object_xy=42,13; script_label=TEXT_ROUTE18_COOLTRAINER_M3",1,4,,BIRD_KEEPER,10,Route18,object_event,22,42,13,route
TRAINER_BIRD_KEEPER_11,,TRAINER_CLASS_BIRD_KEEPER,39,Route 20,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route20; source=object_event; map_line=31; object_xy=34,9; script_label=TEXT_ROUTE20_COOLTRAINER_M",1,4,,BIRD_KEEPER,11,Route20,object_event,31,34,9,route
TRAINER_BIRD_KEEPER_12,,TRAINER_CLASS_BIRD_KEEPER,,,,,,TRAINER_PIC_BIRD_KEEPER,,party exists in decomp but no map object/script trainer reference was found,1,4,,BIRD_KEEPER,12,,,,,,unreferenced
TRAINER_BIRD_KEEPER_13,,TRAINER_CLASS_BIRD_KEEPER,,,,,,TRAINER_PIC_BIRD_KEEPER,,party exists in decomp but no map object/script trainer reference was found,1,4,,BIRD_KEEPER,13,,,,,,unreferenced
TRAINER_BIRD_KEEPER_14,,TRAINER_CLASS_BIRD_KEEPER,35,Route 14,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route14; source=object_event; map_line=22; object_xy=4,4; script_label=TEXT_ROUTE14_COOLTRAINER_M1",1,4,,BIRD_KEEPER,14,Route14,object_event,22,4,4,route
TRAINER_BIRD_KEEPER_15,,TRAINER_CLASS_BIRD_KEEPER,35,Route 14,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route14; source=object_event; map_line=23; object_xy=15,6; script_label=TEXT_ROUTE14_COOLTRAINER_M2",1,4,,BIRD_KEEPER,15,Route14,object_event,23,15,6,route
TRAINER_BIRD_KEEPER_16,,TRAINER_CLASS_BIRD_KEEPER,35,Route 14,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route14; source=object_event; map_line=24; object_xy=12,11; script_label=TEXT_ROUTE14_COOLTRAINER_M3",1,4,,BIRD_KEEPER,16,Route14,object_event,24,12,11,route
TRAINER_BIRD_KEEPER_17,,TRAINER_CLASS_BIRD_KEEPER,35,Route 14,,,,TRAINER_PIC_BIRD_KEEPER,,"redblue_map=Route14; source=object_event; map_line=25; object_xy=14,15; script_label=TEXT_ROUTE14_COOLTRAINER_M4",1,4,,BIRD_KEEPER,17,Route14,object_event,25,14,15,route
TRAINER_BLACKBELT_1,,TRAINER_CLASS_BLACKBELT,27,Saffron City,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=FightingDojo; source=object_event; map_line=20; object_xy=5,3; script_label=TEXT_FIGHTINGDOJO_KARATE_MASTER",1,4,,BLACKBELT,1,FightingDojo,object_event,20,5,3,manual
TRAINER_BLACKBELT_2,,TRAINER_CLASS_BLACKBELT,27,Saffron City,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=FightingDojo; source=object_event; map_line=21; object_xy=3,4; script_label=TEXT_FIGHTINGDOJO_BLACKBELT1",1,4,,BLACKBELT,2,FightingDojo,object_event,21,3,4,manual
TRAINER_BLACKBELT_3,,TRAINER_CLASS_BLACKBELT,27,Saffron City,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=FightingDojo; source=object_event; map_line=22; object_xy=3,6; script_label=TEXT_FIGHTINGDOJO_BLACKBELT2",1,4,,BLACKBELT,3,FightingDojo,object_event,22,3,6,manual
TRAINER_BLACKBELT_4,,TRAINER_CLASS_BLACKBELT,27,Saffron City,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=FightingDojo; source=object_event; map_line=23; object_xy=5,5; script_label=TEXT_FIGHTINGDOJO_BLACKBELT3",1,4,,BLACKBELT,4,FightingDojo,object_event,23,5,5,manual
TRAINER_BLACKBELT_5,,TRAINER_CLASS_BLACKBELT,27,Saffron City,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=FightingDojo; source=object_event; map_line=24; object_xy=5,7; script_label=TEXT_FIGHTINGDOJO_BLACKBELT4",1,4,,BLACKBELT,5,FightingDojo,object_event,24,5,7,manual
TRAINER_BLACKBELT_6,,TRAINER_CLASS_BLACKBELT,4,Viridian City,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=ViridianGym; source=object_event; map_line=26; object_xy=11,11; script_label=TEXT_VIRIDIANGYM_HIKER1",1,4,,BLACKBELT,6,ViridianGym,object_event,26,11,11,manual
TRAINER_BLACKBELT_7,,TRAINER_CLASS_BLACKBELT,4,Viridian City,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=ViridianGym; source=object_event; map_line=28; object_xy=3,7; script_label=TEXT_VIRIDIANGYM_HIKER2",1,4,,BLACKBELT,7,ViridianGym,object_event,28,3,7,manual
TRAINER_BLACKBELT_8,,TRAINER_CLASS_BLACKBELT,4,Viridian City,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=ViridianGym; source=object_event; map_line=30; object_xy=10,1; script_label=TEXT_VIRIDIANGYM_HIKER3",1,4,,BLACKBELT,8,ViridianGym,object_event,30,10,1,manual
TRAINER_BLACKBELT_9,,TRAINER_CLASS_BLACKBELT,48,Victory Road,,,,TRAINER_PIC_BLACKBELT,,"redblue_map=VictoryRoad2F; source=object_event; map_line=31; object_xy=12,9; script_label=TEXT_VICTORYROAD2F_HIKER",1,4,,BLACKBELT,9,VictoryRoad2F,object_event,31,12,9,manual
TRAINER_RIVAL1_1,,TRAINER_CLASS_RIVAL1,2,Pallet Town,,,,TRAINER_PIC_RIVAL1,,"redblue_map=OaksLab; source=object_event; map_line=24; object_xy=4,3; script_label=TEXT_OAKSLAB_RIVAL",1,4,,RIVAL1,1,OaksLab,object_event,24,4,3,manual
TRAINER_RIVAL1_2,,TRAINER_CLASS_RIVAL1,,,,,,TRAINER_PIC_RIVAL1,,party exists in decomp but no map object/script trainer reference was found,1,4,,RIVAL1,2,,,,,,unreferenced
TRAINER_RIVAL1_3,,TRAINER_CLASS_RIVAL1,2,Pallet Town,,True,,TRAINER_PIC_RIVAL1,,redblue_map=OaksLab; source=script; map_line=385,1,4,,RIVAL1,3,OaksLab,script,385,,,manual
TRAINER_RIVAL1_4,,TRAINER_CLASS_RIVAL1,5,Route 22,,True,,TRAINER_PIC_RIVAL1,,redblue_map=Route22; source=script; map_line=135,1,4,,RIVAL1,4,Route22,script,135,,,route
TRAINER_RIVAL1_5,,TRAINER_CLASS_RIVAL1,5,Route 22,,True,,TRAINER_PIC_RIVAL1,,redblue_map=Route22; source=script; map_line=135,1,4,,RIVAL1,5,Route22,script,135,,,route
TRAINER_RIVAL1_6,,TRAINER_CLASS_RIVAL1,5,Route 22,,True,,TRAINER_PIC_RIVAL1,,redblue_map=Route22; source=script; map_line=135,1,4,,RIVAL1,6,Route22,script,135,,,route
TRAINER_RIVAL1_7,,TRAINER_CLASS_RIVAL1,,,,,,TRAINER_PIC_RIVAL1,,party exists in decomp but no map object/script trainer reference was found,1,4,,RIVAL1,7,,,,,,unreferenced
TRAINER_RIVAL1_8,,TRAINER_CLASS_RIVAL1,,,,,,TRAINER_PIC_RIVAL1,,party exists in decomp but no map object/script trainer reference was found,1,4,,RIVAL1,8,,,,,,unreferenced
TRAINER_RIVAL1_9,,TRAINER_CLASS_RIVAL1,11,Cerulean City,,True,,TRAINER_PIC_RIVAL1,,redblue_map=CeruleanCity; source=script; map_line=142,1,4,,RIVAL1,9,CeruleanCity,script,142,,,direct
TRAINER_PROF_OAK_1,,TRAINER_CLASS_PROF_OAK,,,,,,TRAINER_PIC_PROF_OAK,,party exists in decomp but no map object/script trainer reference was found,1,4,,PROF_OAK,1,,,,,,unreferenced
TRAINER_PROF_OAK_2,,TRAINER_CLASS_PROF_OAK,,,,,,TRAINER_PIC_PROF_OAK,,party exists in decomp but no map object/script trainer reference was found,1,4,,PROF_OAK,2,,,,,,unreferenced
TRAINER_PROF_OAK_3,,TRAINER_CLASS_PROF_OAK,,,,,,TRAINER_PIC_PROF_OAK,,party exists in decomp but no map object/script trainer reference was found,1,4,,PROF_OAK,3,,,,,,unreferenced
TRAINER_SCIENTIST_1,,TRAINER_CLASS_SCIENTIST,,,,,,TRAINER_PIC_SCIENTIST,,party exists in decomp but no map object/script trainer reference was found,1,4,,SCIENTIST,1,,,,,,unreferenced
TRAINER_SCIENTIST_2,,TRAINER_CLASS_SCIENTIST,27,Saffron City,,,,TRAINER_PIC_SCIENTIST,,"redblue_map=SilphCo2F; source=object_event; map_line=24; object_xy=5,12; script_label=TEXT_SILPHCO2F_SCIENTIST1",1,4,,SCIENTIST,2,SilphCo2F,object_event,24,5,12,manual
TRAINER_SCIENTIST_3,,TRAINER_CLASS_SCIENTIST,27,Saffron City,,,,TRAINER_PIC_SCIENTIST,,"redblue_map=SilphCo2F; source=object_event; map_line=25; object_xy=24,13; script_label=TEXT_SILPHCO2F_SCIENTIST2",1,4,,SCIENTIST,3,SilphCo2F,object_event,25,24,13,manual
TRAINER_SCIENTIST_4,,TRAINER_CLASS_SCIENTIST,42,Pokemon Mansion,,,,TRAINER_PIC_SCIENTIST,,"redblue_map=PokemonMansion1F; source=object_event; map_line=22; object_xy=17,17; script_label=TEXT_POKEMONMANSION1F_SCIENTIST",1,4,,SCIENTIST,4,PokemonMansion1F,object_event,22,17,17,manual
TRAINER_SCIENTIST_5,,TRAINER_CLASS_SCIENTIST,27,Saffron City,,,,TRAINER_PIC_SCIENTIST,,"redblue_map=SilphCo4F; source=object_event; map_line=27; object_xy=14,6; script_label=TEXT_SILPHCO4F_SCIENTIST",1,4,,SCIENTIST,5,SilphCo4F,object_event,27,14,6,manual
TRAINER_SCIENTIST_6,,TRAINER_CLASS_SCIENTIST,27,Saffron City,,,,TRAINER_PIC_SCIENTIST,,"redblue_map=SilphCo5F; source=object_event; map_line=31; object_xy=8,3; script_label=TEXT_SILPHCO5F_SCIENTIST",1,4,,SCIENTIST,6,SilphCo5F,object_event,31,8,3,manual
TRAINER_SCIENTIST_7,,TRAINER_CLASS_SCIENTIST,27,Saffron City,,,,TRAINER_PIC_SCIENTIST,,"redblue_map=SilphCo6F; source=object_event; map_line=32; object_xy=7,8; script_label=TEXT_SILPHCO6F_SCIENTIST",1,4,,SCIENTIST,7,SilphCo6F,object_event,32,7,8,manual
TRAINER_SCIENTIST_8,,TRAINER_CLASS_SCIENTIST,27,Saffron City,,,,TRAINER_PIC_SCIENTIST,,"redblue_map=SilphCo7F; source=object_event; map_line=34; object_xy=2,13; script_label=TEXT_SILPHCO7F_SCIENTIST",1,4,,SCIENTIST,8,SilphCo7F,object_event,34,2,13,manual
TRAINER_SCIENTIST_9,,TRAINER_CLASS_SCIENTIST,27,Saffron City,,,,TRAINER_PIC_SCIENTIST,,"redblue_map=SilphCo8F; source=object_event; map_line=24; object_xy=10,2; script_label=TEXT_SILPHCO8F_SCIENTIST",1,4,,SCIENTIST,9,SilphCo8F,object_event,24,10,2,manual
