encounter_name,trainer_name,trainer_class,trainer_class_id,trainer_pic,match_source
TRAINER_VETERAN_M_ARLEN,ARLEN,TRAINER_CLASS_VETERAN_M,70,TRAINER_PIC_BW_VETERAN_M,trainer_class_id
TRAINER_VETERAN_F_SAYURI,SAYURI,TRAINER_CLASS_VETERAN_F,71,TRAINER_PIC_BW_VETERAN_F,trainer_class_id
TRAINER_PKMN_BREEDER_M_OWEN,OWEN,TRAINER_CLASS_PKMN_BREEDER_M,17,TRAINER_PIC_BW_POKEMON_BREEDER_M,trainer_class_id
TRAINER_PKMN_BREEDER_F_BROOKE,BROOKE,TRAINER_CLASS_PKMN_BREEDER_F,18,TRAINER_PIC_BW_POKEMON_BREEDER_F,trainer_class_id
TRAINER_WAITER_CLINT,CLINT,TRAINER_CLASS_WAITER,8,TRAINER_PIC_BW_WAITER,trainer_class_id
TRAINER_WAITRESS_BONITA,BONITA,TRAINER_CLASS_WAITRESS,9,TRAINER_PIC_BW_WAITRESS,trainer_class_id
TRAINER_SCIENTIST_SIMON,SIMON,TRAINER_CLASS_SCIENTIST,52,TRAINER_PIC_BW_SCIENTIST_M,trainer_class_id
TRAINER_SCIENTIST_BLYTHE,BLYTHE,TRAINER_CLASS_SCIENTIST,46,TRAINER_PIC_BW_SCIENTIST_F,trainer_class_id
TRAINER_LADY_SOPHIE,SOPHIE,TRAINER_CLASS_LADY,42,TRAINER_PIC_BW_LADY,trainer_class_id
TRAINER_RICH_BOY_ANTHONY,ANTHONY,TRAINER_CLASS_RICH_BOY,41,TRAINER_PIC_BW_RICH_BOY,trainer_class_id
TRAINER_SOCIALITE_EMILIA,EMILIA,TRAINER_CLASS_SOCIALITE,75,TRAINER_PIC_BW_SOCIALITE,trainer_class_id
TRAINER_GENTLEMAN_RENAUD,RENAUD,TRAINER_CLASS_GENTLEMAN,76,TRAINER_PIC_BW_GENTLEMAN,trainer_class_id
TRAINER_BLACK_BELT_LAO,LAO,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_BATTLE_GIRL_JANIE,JANIE,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_POKEFAN_M_COLIN,COLIN,TRAINER_CLASS_POKEFAN_M,59,TRAINER_PIC_BW_POKEFAN_M,trainer_class_id
TRAINER_POKEFAN_F_DARCY,DARCY,TRAINER_CLASS_POKEFAN_F,60,TRAINER_PIC_BW_POKEFAN_F,trainer_class_id
TRAINER_PILOT_LEONARD,LEONARD,TRAINER_CLASS_PILOT,43,TRAINER_PIC_BW_PILOT,trainer_class_id
TRAINER_WORKER_TYLER,TYLER,TRAINER_CLASS_WORKER,26,TRAINER_PIC_BW_WORKER,trainer_class_id
TRAINER_BAKER_LILLY,LILLY,TRAINER_CLASS_BAKER,34,TRAINER_PIC_BW_BAKER,trainer_class_id
TRAINER_NURSERY_AIDE_LEAH,LEAH,TRAINER_CLASS_NURSERY_AIDE,13,TRAINER_PIC_BW_NURSERY_AIDE,trainer_class_id
TRAINER_CLERK_M_NELSON,NELSON,TRAINER_CLASS_CLERK_M,66,TRAINER_PIC_BW_CLERK_M_A,trainer_class_id
TRAINER_CLERK_F_WREN,WREN,TRAINER_CLASS_CLERK_F,48,TRAINER_PIC_BW_CLERK_F,trainer_class_id
TRAINER_JANITOR_CALEB,CALEB,TRAINER_CLASS_JANITOR,58,TRAINER_PIC_BW_JANITOR,trainer_class_id
TRAINER_BACKPACKER_F_PATTY,PATTY,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_BACKPACKER_M_ALEXANDER,ALEXANDER,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_DOCTOR_JULES,JULES,TRAINER_CLASS_DOCTOR,61,TRAINER_PIC_BW_DOCTOR,trainer_class_id
TRAINER_NURSE_KIRSTEN,KIRSTEN,TRAINER_CLASS_NURSE,62,TRAINER_PIC_BW_NURSE,trainer_class_id
TRAINER_PSYCHIC_M_GERARD,GERARD,TRAINER_CLASS_PSYCHIC_M,35,TRAINER_PIC_BW_PSYCHIC_M,trainer_class_id
TRAINER_PSYCHIC_F_MADHU,MADHU,TRAINER_CLASS_PSYCHIC_F,36,TRAINER_PIC_BW_PSYCHIC_F,trainer_class_id
TRAINER_DEPOT_AGENT_JOSH,JOSH,TRAINER_CLASS_DEPOT_AGENT,83,TRAINER_PIC_BW_DEPOT_AGENT,trainer_class_id
TRAINER_SWIMMER_M_WRIGHT,WRIGHT,TRAINER_CLASS_SWIMMER_M,84,TRAINER_PIC_BW_SWIMMER_M,trainer_class_id
TRAINER_SWIMMER_F_JOYCE,JOYCE,TRAINER_CLASS_SWIMMER_F,85,TRAINER_PIC_BW_SWIMMER_F,trainer_class_id
TRAINER_DANCER_DAVEY,DAVEY,TRAINER_CLASS_DANCER,31,TRAINER_PIC_BW_DANCER,trainer_class_id
TRAINER_MUSICIAN_BORIS,BORIS,TRAINER_CLASS_MUSICIAN,30,TRAINER_PIC_BW_MUSICIAN,trainer_class_id
TRAINER_HARLEQUIN_CHARLEY,CHARLEY,TRAINER_CLASS_HARLEQUIN,32,TRAINER_PIC_BW_HARLEQUIN,trainer_class_id
TRAINER_ARTIST_PIERRE,PIERRE,TRAINER_CLASS_ARTIST,33,TRAINER_PIC_BW_ARTIST,trainer_class_id
TRAINER_POLICEMAN_JEFF,JEFF,TRAINER_CLASS_POLICEMAN,86,TRAINER_PIC_BW_POLICEMAN,trainer_class_id
TRAINER_MAID_ALICA,ALICA,TRAINER_CLASS_MAID,87,TRAINER_PIC_BW_MAID,trainer_class_id
TRAINER_PARASOL_LADY_GWYNETH,GWYNETH,TRAINER_CLASS_PARASOL_LADY,65,TRAINER_PIC_BW_PARASOL_LADY,trainer_class_id
TRAINER_HIKER_RUSSEL,RUSSEL,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_PRESCHOOLER_M_MIA,MIA,TRAINER_CLASS_PRESCHOOLER_M,14,TRAINER_PIC_BW_PRESCHOOLER_F,trainer_class_id
TRAINER_PRESCHOOLER_F_EVAN,EVAN,TRAINER_CLASS_PRESCHOOLER_F,15,TRAINER_PIC_BW_PRESCHOOLER_M,trainer_class_id
TRAINER_PRESCHOOLER_M_SARAH,SARAH,TRAINER_CLASS_PRESCHOOLER_M,14,TRAINER_PIC_BW_PRESCHOOLER_F,trainer_class_id
TRAINER_PRESCHOOLER_F_BILLY,BILLY,TRAINER_CLASS_PRESCHOOLER_F,15,TRAINER_PIC_BW_PRESCHOOLER_M,trainer_class_id
TRAINER_PKMN_TRAINER_CHEREN_13,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_14,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_15,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_SUBWAY_BOSS_INGO,INGO,TRAINER_CLASS_SUBWAY_BOSS,88,TRAINER_PIC_BW_INGO,trainer_name
TRAINER_CHAMPION_ALDER,ALDER,TRAINER_CLASS_CHAMPION,89,TRAINER_PIC_BW_ALDER,trainer_name
TRAINER_CYCLIST_M_HECTOR,HECTOR,TRAINER_CLASS_CYCLIST_M,90,TRAINER_PIC_BW_CYCLIST_M,trainer_class_id
TRAINER_CYCLIST_F_KRISSA,KRISSA,TRAINER_CLASS_CYCLIST_F,91,TRAINER_PIC_BW_CYCLIST_F,trainer_class_id
TRAINER_ACE_TRAINER_M_JUNKO,JUNKO,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_KIPP,KIPP,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_POLICEMAN_DANIEL,DANIEL,TRAINER_CLASS_POLICEMAN,86,TRAINER_PIC_BW_POLICEMAN,trainer_class_id
TRAINER_SWIMMER_M_BERKE,BERKE,TRAINER_CLASS_SWIMMER_M,84,TRAINER_PIC_BW_SWIMMER_M,trainer_class_id
TRAINER_BLACK_BELT_BENJAMIN,BENJAMIN,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_BLACK_BELT_JAY,JAY,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_ARTIST_ZACH,ZACH,TRAINER_CLASS_ARTIST,33,TRAINER_PIC_BW_ARTIST,trainer_class_id
TRAINER_SCIENTIST_KATHRINE,KATHRINE,TRAINER_CLASS_SCIENTIST,46,TRAINER_PIC_BW_SCIENTIST_F,trainer_class_id
TRAINER_SCIENTIST_CHAN,CHAN,TRAINER_CLASS_SCIENTIST,46,TRAINER_PIC_BW_SCIENTIST_F,trainer_class_id
TRAINER_SCIENTIST_MARKUS,MARKUS,TRAINER_CLASS_SCIENTIST,52,TRAINER_PIC_BW_SCIENTIST_M,trainer_class_id
TRAINER_SCIENTIST_LUKE,LUKE,TRAINER_CLASS_SCIENTIST,52,TRAINER_PIC_BW_SCIENTIST_M,trainer_class_id
TRAINER_SCIENTIST_NATHAN,NATHAN,TRAINER_CLASS_SCIENTIST,52,TRAINER_PIC_BW_SCIENTIST_M,trainer_class_id
TRAINER_PSYCHIC_F_FUTURE,FUTURE,TRAINER_CLASS_PSYCHIC_F,36,TRAINER_PIC_BW_PSYCHIC_F,trainer_class_id
TRAINER_PSYCHIC_M_RUDOLF,RUDOLF,TRAINER_CLASS_PSYCHIC_M,35,TRAINER_PIC_BW_PSYCHIC_M,trainer_class_id
TRAINER_PSYCHIC_M_TOMMY,TOMMY,TRAINER_CLASS_PSYCHIC_M,35,TRAINER_PIC_BW_PSYCHIC_M,trainer_class_id
TRAINER_GENTLEMAN_YAN,YAN,TRAINER_CLASS_GENTLEMAN,76,TRAINER_PIC_BW_GENTLEMAN,trainer_class_id
TRAINER_SOCIALITE_MARIAN,MARIAN,TRAINER_CLASS_SOCIALITE,75,TRAINER_PIC_BW_SOCIALITE,trainer_class_id
TRAINER_SCHOOL_KID_M_JEM,JEM,TRAINER_CLASS_SCHOOL_KID_M,4,TRAINER_PIC_BW_SCHOOL_KID_M,trainer_class_id
TRAINER_SCHOOL_KID_F_ANN,ANN,TRAINER_CLASS_SCHOOL_KID_F,5,TRAINER_PIC_BW_SCHOOL_KID_F,trainer_class_id
TRAINER_POKEFAN_M_ELLIOT,ELLIOT,TRAINER_CLASS_POKEFAN_M,59,TRAINER_PIC_BW_POKEFAN_M,trainer_class_id
TRAINER_YOUNGSTER_ASTOR,ASTOR,TRAINER_CLASS_YOUNGSTER,2,TRAINER_PIC_BW_YOUNGSTER,trainer_class_id
TRAINER_FISHERMAN_SID,SID,TRAINER_CLASS_FISHERMAN,29,TRAINER_PIC_BW_FISHERMAN,trainer_class_id
TRAINER_FISHERMAN_LYDON,LYDON,TRAINER_CLASS_FISHERMAN,29,TRAINER_PIC_BW_FISHERMAN,trainer_class_id
TRAINER_FISHERMAN_JONES,JONES,TRAINER_CLASS_FISHERMAN,29,TRAINER_PIC_BW_FISHERMAN,trainer_class_id
TRAINER_FISHERMAN_MICK,MICK,TRAINER_CLASS_FISHERMAN,29,TRAINER_PIC_BW_FISHERMAN,trainer_class_id
TRAINER_FISHERMAN_PETE,PETE,TRAINER_CLASS_FISHERMAN,29,TRAINER_PIC_BW_FISHERMAN,trainer_class_id
TRAINER_FISHERMAN_VINCE,VINCE,TRAINER_CLASS_FISHERMAN,29,TRAINER_PIC_BW_FISHERMAN,trainer_class_id
TRAINER_BACKPACKER_F_CORIN,CORIN,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_BACKPACKER_F_LORA,LORA,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_BACKPACKER_F_KUMIKO,KUMIKO,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_BACKPACKER_M_TALON,TALON,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_BACKPACKER_M_SAM,SAM,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_BACKPACKER_M_PETER,PETER,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_BACKPACKER_M_STEPHEN,STEPHEN,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_BATTLE_GIRL_SUSIE,SUSIE,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_BATTLE_GIRL_HILLARY,HILLARY,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_PARASOL_LADY_LAURA,LAURA,TRAINER_CLASS_PARASOL_LADY,65,TRAINER_PIC_BW_PARASOL_LADY,trainer_class_id
TRAINER_SWIMMER_F_CAROLINE,CAROLINE,TRAINER_CLASS_SWIMMER_F,85,TRAINER_PIC_BW_SWIMMER_F,trainer_class_id
TRAINER_BACKERS_FEY_SUE,FEY & SUE,TRAINER_CLASS_BACKERS,69,TRAINER_PIC_BW_BACKERS_F,trainer_class_id
TRAINER_TWINS_EMY_LIN,EMY & LIN,TRAINER_CLASS_TWINS,16,TRAINER_PIC_BW_TWINS,trainer_class_id
TRAINER_VETERAN_M_RAY,RAY,TRAINER_CLASS_VETERAN_M,70,TRAINER_PIC_BW_VETERAN_M,trainer_class_id
TRAINER_PKMN_BREEDER_M_EUSTACE,EUSTACE,TRAINER_CLASS_PKMN_BREEDER_M,17,TRAINER_PIC_BW_POKEMON_BREEDER_M,trainer_class_id
TRAINER_PKMN_BREEDER_F_ETHEL,ETHEL,TRAINER_CLASS_PKMN_BREEDER_F,18,TRAINER_PIC_BW_POKEMON_BREEDER_F,trainer_class_id
TRAINER_PKMN_RANGER_F_THALIA,THALIA,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_F_SHELLY,SHELLY,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_M_CROFTON,CROFTON,TRAINER_CLASS_PKMN_RANGER_M,24,TRAINER_PIC_BW_POKEMON_RANGER_M,trainer_class_id
TRAINER_PKMN_RANGER_M_KEITH,KEITH,TRAINER_CLASS_PKMN_RANGER_M,24,TRAINER_PIC_BW_POKEMON_RANGER_M,trainer_class_id
TRAINER_LASS_FEY,FEY,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_HIKER_JEBEDIAH,JEBEDIAH,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_HIKER_KIT,KIT,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_HIKER_JEREMIAH,JEREMIAH,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_CLERK_F_BRITNEY,BRITNEY,TRAINER_CLASS_CLERK_F,48,TRAINER_PIC_BW_CLERK_F,trainer_class_id
TRAINER_CLERK_F_PIPER,PIPER,TRAINER_CLASS_CLERK_F,48,TRAINER_PIC_BW_CLERK_F,trainer_class_id
TRAINER_ACE_TRAINER_M_LENA,LENA,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_VINCENT,VINCENT,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_LADY_LYNETTE,LYNETTE,TRAINER_CLASS_LADY,42,TRAINER_PIC_BW_LADY,trainer_class_id
TRAINER_RICH_BOY_PIERCE,PIERCE,TRAINER_CLASS_RICH_BOY,41,TRAINER_PIC_BW_RICH_BOY,trainer_class_id
TRAINER_BLACK_BELT_RYDER,RYDER,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_SCIENTIST_JACQUES,JACQUES,TRAINER_CLASS_SCIENTIST,52,TRAINER_PIC_BW_SCIENTIST_M,trainer_class_id
TRAINER_SCIENTIST_MARIE,MARIE,TRAINER_CLASS_SCIENTIST,46,TRAINER_PIC_BW_SCIENTIST_F,trainer_class_id
TRAINER_CLERK_M_DOUG,DOUG,TRAINER_CLASS_CLERK_M,66,TRAINER_PIC_BW_CLERK_M_A,trainer_class_id
TRAINER_CLERK_M_COLLIN,COLLIN,TRAINER_CLASS_CLERK_M,66,TRAINER_PIC_BW_CLERK_M_A,trainer_class_id
TRAINER_GENTLEMAN_FREDERIC,FREDERIC,TRAINER_CLASS_GENTLEMAN,76,TRAINER_PIC_BW_GENTLEMAN,trainer_class_id
TRAINER_SCHOOL_KID_M_LEO,LEO,TRAINER_CLASS_SCHOOL_KID_M,4,TRAINER_PIC_BW_SCHOOL_KID_M,trainer_class_id
TRAINER_SCHOOL_KID_F_SILVIA,SILVIA,TRAINER_CLASS_SCHOOL_KID_F,5,TRAINER_PIC_BW_SCHOOL_KID_F,trainer_class_id
TRAINER_ROUGHNECK_DAVE,DAVE,TRAINER_CLASS_ROUGHNECK,57,TRAINER_PIC_BW_ROUGHNECK,trainer_class_id
TRAINER_YOUNGSTER_ROBBIE,ROBBIE,TRAINER_CLASS_YOUNGSTER,2,TRAINER_PIC_BW_YOUNGSTER,trainer_class_id
TRAINER_BACKPACKER_F_MOLLY,MOLLY,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_BACKPACKER_F_EMI,EMI,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_BACKPACKER_M_CARLOS,CARLOS,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_BACKPACKER_M_HERMAN,HERMAN,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_BATTLE_GIRL_KARENNA,KARENNA,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_VETERAN_F_ROSA,ROSA,TRAINER_CLASS_VETERAN_F,71,TRAINER_PIC_BW_VETERAN_F,trainer_class_id
TRAINER_VETERAN_M_KEN,KEN,TRAINER_CLASS_VETERAN_M,70,TRAINER_PIC_BW_VETERAN_M,trainer_class_id
TRAINER_LASS_MIKI,MIKI,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_HIKER_GENE,GENE,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_PKMN_RANGER_F_ELIZA,ELIZA,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_M_RALPH,RALPH,TRAINER_CLASS_PKMN_RANGER_M,24,TRAINER_PIC_BW_POKEMON_RANGER_M,trainer_class_id
TRAINER_SOCIALITE_GRACE,GRACE,TRAINER_CLASS_SOCIALITE,75,TRAINER_PIC_BW_SOCIALITE,trainer_class_id
TRAINER_NURSERY_AIDE_MIHO,MIHO,TRAINER_CLASS_NURSERY_AIDE,13,TRAINER_PIC_BW_NURSERY_AIDE,trainer_class_id
TRAINER_SCHOOL_KID_M_SHANE,SHANE,TRAINER_CLASS_SCHOOL_KID_M,4,TRAINER_PIC_BW_SCHOOL_KID_M,trainer_class_id
TRAINER_PKMN_TRAINER_BIANCA_4,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_5,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_6,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_7,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_8,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_9,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_TEAM_PLASMA_TRAINER_497,,TRAINER_CLASS_TEAM_PLASMA,47,TRAINER_PIC_BW_N,trainer_class_id
TRAINER_PKMN_TRAINER_BIANCA_10,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_11,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_12,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PRESCHOOLER_M_JULIET,JULIET,TRAINER_CLASS_PRESCHOOLER_M,14,TRAINER_PIC_BW_PRESCHOOLER_F,trainer_class_id
TRAINER_PRESCHOOLER_F_HOMER,HOMER,TRAINER_CLASS_PRESCHOOLER_F,15,TRAINER_PIC_BW_PRESCHOOLER_M,trainer_class_id
TRAINER_HARLEQUIN_PAT,PAT,TRAINER_CLASS_HARLEQUIN,32,TRAINER_PIC_BW_HARLEQUIN,trainer_class_id
TRAINER_HARLEQUIN_IAN,IAN,TRAINER_CLASS_HARLEQUIN,32,TRAINER_PIC_BW_HARLEQUIN,trainer_class_id
TRAINER_PARASOL_LADY_APRIL,APRIL,TRAINER_CLASS_PARASOL_LADY,65,TRAINER_PIC_BW_PARASOL_LADY,trainer_class_id
TRAINER_MOTORCYCLIST_CHARLES,CHARLES,TRAINER_CLASS_MOTORCYCLIST,92,,
TRAINER_PKMN_TRAINER_BIANCA_13,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_14,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_15,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_TRAINER_510,,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_class_id
TRAINER_PKMN_TRAINER_TRAINER_511,,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_class_id
TRAINER_PKMN_TRAINER_TRAINER_512,,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_class_id
TRAINER_ACE_TRAINER_M_EILEEN,EILEEN,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_LOU,LOU,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_YOUNGSTER_KYLE,KYLE,TRAINER_CLASS_YOUNGSTER,2,TRAINER_PIC_BW_YOUNGSTER,trainer_class_id
TRAINER_LASS_DYE,DYE,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_LASS_DYE_2,DYE,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_ACE_TRAINER_M_CAROLL,CAROLL,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_JORDAN,JORDAN,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_THE_RICHES_DRACO,DRACO,TRAINER_CLASS_THE_RICHES,93,,
TRAINER_ACE_TRAINER_M_TRAINER_521,,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_TRAINER_522,,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_THE_RICHES_TRISH,TRISH,TRAINER_CLASS_THE_RICHES,94,,
TRAINER_THE_RICHES_CLAIRDONNA,CLAIRDONNA,TRAINER_CLASS_THE_RICHES,95,,
TRAINER_THE_RICHES_ZILLION,ZILLION,TRAINER_CLASS_THE_RICHES,96,,
TRAINER_SCIENTIST_DUDLEY,DUDLEY,TRAINER_CLASS_SCIENTIST,52,TRAINER_PIC_BW_SCIENTIST_M,trainer_class_id
TRAINER_BIKER_TRAINER_527,,TRAINER_CLASS_BIKER,72,TRAINER_PIC_BW_BIKER,trainer_class_id
TRAINER_BACKPACKER_M_KIYO,KIYO,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_SCHOOL_KID_M_SHAYE,SHAYE,TRAINER_CLASS_SCHOOL_KID_M,4,TRAINER_PIC_BW_SCHOOL_KID_M,trainer_class_id
TRAINER_NURSERY_AIDE_BRIANA,BRIANA,TRAINER_CLASS_NURSERY_AIDE,13,TRAINER_PIC_BW_NURSERY_AIDE,trainer_class_id
TRAINER_PKMN_RANGER_F_BRENDA,BRENDA,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_M_CLAUDE,CLAUDE,TRAINER_CLASS_PKMN_RANGER_M,24,TRAINER_PIC_BW_POKEMON_RANGER_M,trainer_class_id
TRAINER_FISHERMAN_SEAN,SEAN,TRAINER_CLASS_FISHERMAN,29,TRAINER_PIC_BW_FISHERMAN,trainer_class_id
TRAINER_ACE_TRAINER_F_TRAINER_534,,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_HIKER_ANDY,ANDY,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_PRESCHOOLER_M_WINTER,WINTER,TRAINER_CLASS_PRESCHOOLER_M,14,TRAINER_PIC_BW_PRESCHOOLER_F,trainer_class_id
TRAINER_DANCER_DIRK,DIRK,TRAINER_CLASS_DANCER,31,TRAINER_PIC_BW_DANCER,trainer_class_id
TRAINER_WAITRESS_AURORA,AURORA,TRAINER_CLASS_WAITRESS,9,TRAINER_PIC_BW_WAITRESS,trainer_class_id
