game_id,location_id,canonical_location_id,species_id,min_level,max_level,method,enounter_rate
1001,,20,28,,,grass-normal,10
1002,,20,28,,,grass-normal,10
1001,,20,85,,,grass-normal,10
1002,,20,85,,,grass-normal,10
1001,,20,335,,,grass-normal,10
1002,,20,335,,,grass-normal,10
1001,,20,336,,,grass-normal,10
1002,,20,336,,,grass-normal,10
1001,,20,123,,,grass-doubles,20
1002,,20,123,,,grass-doubles,20
1001,,20,127,,,grass-doubles,20
1002,,20,127,,,grass-doubles,20
1001,,20,421,,,grass-doubles,10
1002,,20,421,,,grass-doubles,10
1001,,20,22,,,grass-doubles,10
1002,,20,22,,,grass-doubles,10
1001,,20,507,,,grass-doubles,10
1002,,20,507,,,grass-doubles,10
1001,,20,78,,,grass-doubles,10
1002,,20,78,,,grass-doubles,10
1001,,20,357,,,grass-doubles,10
1002,,20,357,,,grass-doubles,10
1001,,20,203,,,grass-doubles,10
1002,,20,203,,,grass-doubles,10
1001,,20,113,,,grass-special,90
1002,,20,113,,,grass-special,90
1001,,20,242,,,grass-special,10
1002,,20,242,,,grass-special,10
1001,,20,380,60,60,legendary,1
1002,,20,380,60,60,legendary,1
1001,,20,381,60,60,legendary,1
1002,,20,381,60,60,legendary,1
1001,,48,631,,,rocky grass-normal,20
1002,,48,631,,,rocky grass-normal,20
1001,,48,324,,,rocky grass-normal,20
1002,,48,324,,,rocky grass-normal,20
1001,,48,630,,,rocky grass-normal,10
1002,,48,630,,,rocky grass-normal,10
1001,,48,628,,,rocky grass-normal,10
1002,,48,628,,,rocky grass-normal,10
1001,,48,227,,,rocky grass-normal,10
1002,,48,227,,,rocky grass-normal,10
1001,,48,472,,,rocky grass-normal,10
1002,,48,472,,,rocky grass-normal,10
1001,,48,247,,,rocky grass-normal,10
1002,,48,247,,,rocky grass-normal,10
1001,,48,611,,,rocky grass-normal,9
1002,,48,611,,,rocky grass-normal,9
1001,,48,232,,,cave-normal,20
1002,,48,232,,,cave-normal,20
1001,,48,217,,,cave-normal,20
1002,,48,217,,,cave-normal,20
1001,,48,634,,,cave-normal,10
1002,,48,634,,,cave-normal,10
1001,,48,527,,,cave-normal,10
1002,,48,527,,,cave-normal,10
1001,,48,297,,,cave-normal,10
1002,,48,297,,,cave-normal,10
1001,,48,308,,,cave-normal,10
1002,,48,308,,,cave-normal,10
1001,,48,305,,,cave-normal,10
1002,,48,305,,,cave-normal,10
1001,,48,184,,,cave-normal,10
1002,,48,184,,,cave-normal,10
1001,,48,530,,,cave-special,25
1002,,48,530,,,cave-special,25
1001,,48,51,,,cave-special,25
1002,,48,51,,,cave-special,25
1001,,48,208,,,cave-special,25
1002,,48,208,,,cave-special,25
1001,,48,28,,,cave-special,25
1002,,48,28,,,cave-special,25
1001,,48,87,,,surf-normal,60
1002,,48,87,,,surf-normal,60
1001,,48,131,,,surf-normal,40
1002,,48,131,,,surf-normal,40
1001,,48,131,,,surf-special,60
1002,,48,131,,,surf-special,60
1001,,48,87,,,surf-special,40
1002,,48,87,,,surf-special,40
1001,,48,550,,,fish-normal,60
1002,,48,550,,,fish-normal,60
1001,,48,130,,,fish-normal,30
1002,,48,130,,,fish-normal,30
1001,,48,340,,,fish-normal,10
1002,,48,340,,,fish-normal,10
1001,,48,550,,,fish-special,60
1002,,48,550,,,fish-special,60
1001,,48,130,,,fish-special,30
1002,,48,130,,,fish-special,30
1001,,48,340,,,fish-special,10
1002,,48,340,,,fish-special,10
1001,,48,294,,,cave-normal,20
1002,,48,294,,,cave-normal,20
1001,,48,632,,,cave-normal,20
1002,,48,632,,,cave-normal,20
1001,,48,42,,,cave-normal,10
1002,,48,42,,,cave-normal,10
1001,,48,600,,,cave-normal,10
1002,,48,600,,,cave-normal,10
1001,,48,112,,,cave-normal,10
1002,,48,112,,,cave-normal,10
1001,,48,525,,,cave-normal,10
1002,,48,525,,,cave-normal,10
1001,,48,533,,,cave-normal,10
1002,,48,533,,,cave-normal,10
1001,,48,639,56,56,legendary,1
1002,,48,639,56,56,legendary,1
1001,,48,146,50,50,legendary,1
1002,,48,146,50,50,legendary,1
1001,,48,485,60,60,legendary,1
1002,,48,485,60,60,legendary,1
1001,,17,55,,,grass-normal,20
1002,,17,55,,,grass-normal,20
1001,,17,625,,,grass-normal,20
1002,,17,625,,,grass-normal,20
1001,,17,630,,,grass-normal,10
1002,,17,630,,,grass-normal,10
1001,,17,628,,,grass-normal,10
1002,,17,628,,,grass-normal,10
1001,,17,207,,,grass-normal,10
1002,,17,207,,,grass-normal,10
1001,,17,105,,,grass-normal,10
1002,,17,105,,,grass-normal,10
1001,,17,432,,,grass-normal,10
1002,,17,432,,,grass-normal,10
1001,,17,435,,,grass-normal,10
1002,,17,435,,,grass-normal,10
1001,,17,294,,,grass-doubles,20
1002,,17,294,,,grass-doubles,20
1001,,17,397,,,grass-doubles,20
1002,,17,397,,,grass-doubles,20
1001,,17,288,,,grass-doubles,10
1002,,17,288,,,grass-doubles,10
1001,,17,125,,,grass-doubles,10
1002,,17,125,,,grass-doubles,10
1001,,17,126,,,grass-doubles,10
1002,,17,126,,,grass-doubles,10
1001,,17,330,,,grass-doubles,10
1002,,17,330,,,grass-doubles,10
1001,,17,112,,,grass-doubles,10
1002,,17,112,,,grass-doubles,10
1001,,17,525,,,grass-doubles,10
1002,,17,525,,,grass-doubles,10
1001,,17,531,,,grass-special,70
1002,,17,531,,,grass-special,70
1001,,17,587,,,grass-special,10
1002,,17,587,,,grass-special,10
1001,,17,466,,,grass-special,5
1002,,17,466,,,grass-special,5
1001,,17,467,,,grass-special,5
1002,,17,467,,,grass-special,5
1001,,17,472,,,grass-special,5
1002,,17,472,,,grass-special,5
1001,,17,398,,,grass-special,5
1002,,17,398,,,grass-special,5
1001,,17,418,,,surf-normal,60
1002,,17,418,,,surf-normal,60
1001,,17,419,,,surf-normal,40
1002,,17,419,,,surf-normal,40
1001,,17,147,,,surf-special,60
1002,,17,147,,,surf-special,60
1001,,17,148,,,surf-special,35
1002,,17,148,,,surf-special,35
1001,,17,149,,,surf-special,5
1002,,17,149,,,surf-special,5
1001,,17,118,,,fish-normal,70
1002,,17,118,,,fish-normal,70
1001,,17,550,,,fish-normal,30
1002,,17,550,,,fish-normal,30
1001,,17,118,,,fish-special,60
1002,,17,118,,,fish-special,60
1001,,17,550,,,fish-special,30
1002,,17,550,,,fish-special,30
1001,,17,119,,,fish-special,10
1002,,17,119,,,fish-special,10
1001,,251,102,,,grass-normal,20
1002,,251,102,,,grass-normal,20
1001,,251,400,,,grass-normal,20
1002,,251,400,,,grass-normal,20
1001,,251,335,,,grass-normal,10
1002,,251,335,,,grass-normal,10
1001,,251,336,,,grass-normal,10
1002,,251,336,,,grass-normal,10
1001,,251,313,,,grass-normal,10
1002,,251,313,,,grass-normal,10
1001,,251,314,,,grass-normal,10
1002,,251,314,,,grass-normal,10
1001,,251,83,,,grass-normal,10
1002,,251,83,,,grass-normal,10
1001,,251,441,,,grass-normal,10
1002,,251,441,,,grass-normal,10
1001,,251,180,,,grass-doubles,20
1002,,251,180,,,grass-doubles,20
1001,,251,64,,,grass-doubles,20
1002,,251,64,,,grass-doubles,20
1001,,251,271,,,grass-doubles,20
1002,,251,271,,,grass-doubles,20
1001,,251,274,,,grass-doubles,20
1002,,251,274,,,grass-doubles,20
1001,,251,315,,,grass-doubles,10
1002,,251,315,,,grass-doubles,10
1001,,251,175,,,grass-doubles,10
1002,,251,175,,,grass-doubles,10
1001,,251,113,,,grass-special,75
1002,,251,113,,,grass-special,75
1001,,251,587,,,grass-special,10
1002,,251,587,,,grass-special,10
1001,,251,176,,,grass-special,5
1002,,251,176,,,grass-special,5
1001,,251,103,,,grass-special,5
1002,,251,103,,,grass-special,5
1001,,251,407,,,grass-special,5
1002,,251,407,,,grass-special,5
1001,,251,73,,,surf-normal,60
1002,,251,73,,,surf-normal,60
1001,,251,319,,,surf-normal,40
1002,,251,319,,,surf-normal,40
1001,,251,319,,,surf-special,60
1002,,251,319,,,surf-special,60
1001,,251,593,,,surf-special,40
1002,,251,593,,,surf-special,40
1001,,251,318,,,fish-normal,70
1002,,251,318,,,fish-normal,70
1001,,251,550,,,fish-normal,30
1002,,251,550,,,fish-normal,30
1001,,251,318,,,fish-special,60
1002,,251,318,,,fish-special,60
1001,,251,550,,,fish-special,30
1002,,251,550,,,fish-special,30
1001,,251,319,,,fish-special,10
1002,,251,319,,,fish-special,10
1001,,251,492,50,50,legendary,1
1002,,251,492,50,50,legendary,1
1001,,251,648,50,50,legendary,1
1002,,251,648,50,50,legendary,1
1001,,23,421,,,grass-normal,20
1002,,23,421,,,grass-normal,20
1001,,23,415,,,grass-normal,20
1002,,23,415,,,grass-normal,20
1001,,23,191,,,grass-normal,10
1002,,23,191,,,grass-normal,10
1001,,23,127,,,grass-normal,10
1002,,23,127,,,grass-normal,10
1001,,23,214,,,grass-normal,10
1002,,23,214,,,grass-normal,10
1001,,23,123,,,grass-normal,10
1002,,23,123,,,grass-normal,10
1001,,23,78,,,grass-normal,10
1002,,23,78,,,grass-normal,10
1001,,23,523,,,grass-normal,10
1002,,23,523,,,grass-normal,10
1001,,23,520,,,grass-doubles,40
1002,,23,520,,,grass-doubles,40
1001,,23,12,,,grass-doubles,10
1002,,23,12,,,grass-doubles,10
1001,,23,15,,,grass-doubles,10
1002,,23,15,,,grass-doubles,10
1001,,23,267,,,grass-doubles,10
1002,,23,267,,,grass-doubles,10
1001,,23,269,,,grass-doubles,10
1002,,23,269,,,grass-doubles,10
1001,,23,541,,,grass-doubles,10
1002,,23,541,,,grass-doubles,10
1001,,23,544,,,grass-doubles,10
1002,,23,544,,,grass-doubles,10
1001,,23,587,,,grass-special,95
1002,,23,587,,,grass-special,95
1001,,23,192,,,grass-special,5
1002,,23,192,,,grass-special,5
1001,,23,416,,,grass-special,5
1002,,23,416,,,grass-special,5
1001,,36,359,,,grass-normal,20
1002,,36,359,,,grass-normal,20
1001,,36,426,,,grass-normal,20
1002,,36,426,,,grass-normal,20
1001,,36,277,,,grass-normal,10
1002,,36,277,,,grass-normal,10
1001,,36,337,,,grass-normal,10
1002,,36,337,,,grass-normal,10
1001,,36,338,,,grass-normal,10
1002,,36,338,,,grass-normal,10
1001,,36,413,,,grass-normal,10
1002,,36,413,,,grass-normal,10
1001,,36,414,,,grass-normal,10
1002,,36,414,,,grass-normal,10
1001,,36,279,,,grass-normal,10
1002,,36,279,,,grass-normal,10
1001,,36,42,,,grass-doubles,20
1002,,36,42,,,grass-doubles,20
1001,,36,114,,,grass-doubles,20
1002,,36,114,,,grass-doubles,20
1001,,36,33,,,grass-doubles,10
1002,,36,33,,,grass-doubles,10
1001,,36,30,,,grass-doubles,10
1002,,36,30,,,grass-doubles,10
1001,,36,193,,,grass-doubles,10
1002,,36,193,,,grass-doubles,10
1001,,36,44,,,grass-doubles,10
1002,,36,44,,,grass-doubles,10
1001,,36,70,,,grass-doubles,10
1002,,36,70,,,grass-doubles,10
1001,,36,188,,,grass-doubles,10
1002,,36,188,,,grass-doubles,10
1001,,36,531,,,grass-special,80
1002,,36,531,,,grass-special,80
1001,,36,465,,,grass-special,5
1002,,36,465,,,grass-special,5
1001,,36,169,,,grass-special,5
1002,,36,169,,,grass-special,5
1001,,36,34,,,grass-special,5
1002,,36,34,,,grass-special,5
1001,,36,31,,,grass-special,5
1002,,36,31,,,grass-special,5
1001,,36,279,,,surf-normal,60
1002,,36,279,,,surf-normal,60
1001,,36,222,,,surf-normal,40
1002,,36,222,,,surf-normal,40
1001,,36,73,,,surf-special,60
1002,,36,73,,,surf-special,60
1001,,36,121,,,surf-special,30
1002,,36,121,,,surf-special,30
1001,,36,230,,,surf-special,10
1002,,36,230,,,surf-special,10
1001,,36,90,,,fish-normal,65
1002,,36,90,,,fish-normal,65
1001,,36,98,,,fish-normal,30
1002,,36,98,,,fish-normal,30
1001,,36,370,,,fish-normal,5
1002,,36,370,,,fish-normal,5
1001,,36,90,,,fish-special,60
1002,,36,90,,,fish-special,60
1001,,36,370,,,fish-special,30
1002,,36,370,,,fish-special,30
1001,,36,99,,,fish-special,5
1002,,36,99,,,fish-special,5
1001,,36,91,,,fish-special,5
1002,,36,91,,,fish-special,5
1001,,36,249,70,70,legendary,1
1002,,36,249,70,70,legendary,1
1001,,271,359,,,grass-normal,20
1002,,271,359,,,grass-normal,20
1001,,271,426,,,grass-normal,20
1002,,271,426,,,grass-normal,20
1001,,271,277,,,grass-normal,10
1002,,271,277,,,grass-normal,10
1001,,271,337,,,grass-normal,10
1002,,271,337,,,grass-normal,10
1001,,271,338,,,grass-normal,10
1002,,271,338,,,grass-normal,10
1001,,271,413,,,grass-normal,10
1002,,271,413,,,grass-normal,10
1001,,271,414,,,grass-normal,10
1002,,271,414,,,grass-normal,10
1001,,271,279,,,grass-normal,10
1002,,271,279,,,grass-normal,10
1001,,271,42,,,grass-doubles,20
1002,,271,42,,,grass-doubles,20
1001,,271,114,,,grass-doubles,20
1002,,271,114,,,grass-doubles,20
1001,,271,33,,,grass-doubles,10
1002,,271,33,,,grass-doubles,10
1001,,271,30,,,grass-doubles,10
1002,,271,30,,,grass-doubles,10
1001,,271,193,,,grass-doubles,10
1002,,271,193,,,grass-doubles,10
1001,,271,44,,,grass-doubles,10
1002,,271,44,,,grass-doubles,10
1001,,271,70,,,grass-doubles,10
1002,,271,70,,,grass-doubles,10
1001,,271,188,,,grass-doubles,10
1002,,271,188,,,grass-doubles,10
1001,,271,531,,,grass-special,80
1002,,271,531,,,grass-special,80
1001,,271,465,,,grass-special,5
1002,,271,465,,,grass-special,5
1001,,271,169,,,grass-special,5
1002,,271,169,,,grass-special,5
1001,,271,34,,,grass-special,5
1002,,271,34,,,grass-special,5
1001,,271,31,,,grass-special,5
1002,,271,31,,,grass-special,5
1001,,271,386,70,70,legendary,1
1002,,271,386,70,70,legendary,1
1001,,271,527,,,cave-normal,20
1002,,271,527,,,cave-normal,20
1001,,271,124,,,cave-normal,20
1002,,271,124,,,cave-normal,20
1001,,271,362,,,cave-normal,10
1002,,271,362,,,cave-normal,10
1001,,271,614,,,cave-normal,10
1002,,271,614,,,cave-normal,10
1001,,271,80,,,cave-normal,10
1002,,271,80,,,cave-normal,10
1001,,271,221,,,cave-normal,10
1002,,271,221,,,cave-normal,10
1001,,271,75,,,cave-normal,10
1002,,271,75,,,cave-normal,10
1001,,271,525,,,cave-normal,10
1002,,271,525,,,cave-normal,10
1001,,271,530,,,cave-special,100
1002,,271,530,,,cave-special,100
1001,,271,86,,,surf-normal,60
1002,,271,86,,,surf-normal,60
1001,,271,87,,,surf-normal,40
1002,,271,87,,,surf-normal,40
1001,,271,365,,,surf-special,100
1002,,271,365,,,surf-special,100
1001,,271,60,,,fish-normal,65
1002,,271,60,,,fish-normal,65
1001,,271,550,,,fish-normal,30
1002,,271,550,,,fish-normal,30
1001,,271,61,,,fish-normal,5
1002,,271,61,,,fish-normal,5
1001,,271,61,,,fish-special,65
1002,,271,61,,,fish-special,65
1001,,271,550,,,fish-special,30
1002,,271,550,,,fish-special,30
1001,,271,62,,,fish-special,5
1002,,271,62,,,fish-special,5
1001,,271,483,70,70,legendary,1
1002,,271,483,70,70,legendary,1
1001,,271,484,70,70,legendary,1
1002,,271,484,70,70,legendary,1
1001,,271,35,,,grass-normal,20
1002,,271,35,,,grass-normal,20
1001,,271,39,,,grass-normal,20
1002,,271,39,,,grass-normal,20
1001,,271,300,,,grass-normal,10
1002,,271,300,,,grass-normal,10
1001,,271,215,,,grass-normal,10
1002,,271,215,,,grass-normal,10
1001,,271,375,,,grass-normal,10
1002,,271,375,,,grass-normal,10
1001,,271,583,,,grass-normal,10
1002,,271,583,,,grass-normal,10
1001,,271,42,,,grass-normal,10
1002,,271,42,,,grass-normal,10
1001,,271,137,,,grass-normal,10
1002,,271,137,,,grass-normal,10
1001,,271,221,,,grass-doubles,20
1002,,271,221,,,grass-doubles,20
1001,,271,460,,,grass-doubles,20
1002,,271,460,,,grass-doubles,20
1001,,271,626,,,grass-doubles,10
1002,,271,626,,,grass-doubles,10
1001,,271,338,,,grass-doubles,10
1002,,271,338,,,grass-doubles,10
1001,,271,337,,,grass-doubles,10
1002,,271,337,,,grass-doubles,10
1001,,271,375,,,grass-doubles,10
1002,,271,375,,,grass-doubles,10
1001,,271,132,,,grass-doubles,10
1002,,271,132,,,grass-doubles,10
1001,,271,36,,,grass-special,5
1002,,271,36,,,grass-special,5
1001,,271,40,,,grass-special,5
1002,,271,40,,,grass-special,5
1001,,271,473,,,grass-special,5
1002,,271,473,,,grass-special,5
1001,,271,376,,,grass-special,5
1002,,271,376,,,grass-special,5
1001,,271,487,70,70,legendary,1
1002,,271,487,70,70,legendary,1
1002,,271,643,70,70,legendary,1
1001,,271,644,70,70,legendary,1
1001,,271,646,75,75,legendary,1
1002,,271,646,75,75,legendary,1
1001,,252,370,,,surf-normal,60
1002,,252,370,,,surf-normal,60
1001,,252,222,,,surf-normal,40
1002,,252,222,,,surf-normal,40
1001,,252,594,,,surf-special,100
1002,,252,594,,,surf-special,100
1001,,252,223,,,fish-normal,65
1002,,252,223,,,fish-normal,65
1001,,252,90,,,fish-normal,30
1002,,252,90,,,fish-normal,30
1001,,252,370,,,fish-normal,5
1002,,252,370,,,fish-normal,5
1001,,252,90,,,fish-special,60
1002,,252,90,,,fish-special,60
1001,,252,370,,,fish-special,30
1002,,252,370,,,fish-special,30
1001,,252,224,,,fish-special,5
1002,,252,224,,,fish-special,5
1001,,252,91,,,fish-special,5
1002,,252,91,,,fish-special,5
1001,,259,458,,,surf-normal,60
1002,,259,458,,,surf-normal,60
1001,,259,320,,,surf-normal,40
1002,,259,320,,,surf-normal,40
1001,,259,226,,,surf-special,60
1002,,259,226,,,surf-special,60
1001,,259,321,,,surf-special,40
1002,,259,321,,,surf-special,40
1001,,259,223,,,fish-normal,65
1002,,259,223,,,fish-normal,65
1001,,259,90,,,fish-normal,30
1002,,259,90,,,fish-normal,30
1001,,259,370,,,fish-normal,5
1002,,259,370,,,fish-normal,5
1001,,259,90,,,fish-special,60
1002,,259,90,,,fish-special,60
1001,,259,370,,,fish-special,30
1002,,259,370,,,fish-special,30
1001,,259,224,,,fish-special,5
1002,,259,224,,,fish-special,5
1001,,259,91,,,fish-special,5
1002,,259,91,,,fish-special,5
1001,,259,382,70,70,legendary,1
1002,,259,382,70,70,legendary,1
1001,,35,575,,,grass-normal,20
1002,,35,575,,,grass-normal,20
1001,,35,578,,,grass-normal,20
1002,,35,578,,,grass-normal,20
1001,,35,281,,,grass-normal,10
1002,,35,281,,,grass-normal,10
1001,,35,271,,,grass-normal,10
1002,,35,271,,,grass-normal,10
1001,,35,213,,,grass-normal,10
1002,,35,213,,,grass-normal,10
1001,,35,404,,,grass-normal,10
1002,,35,404,,,grass-normal,10
1001,,35,455,,,grass-normal,10
1002,,35,455,,,grass-normal,10
1001,,35,188,,,grass-normal,10
1002,,35,188,,,grass-normal,10
1001,,35,334,,,grass-doubles,20
1002,,35,334,,,grass-doubles,20
1001,,35,620,,,grass-doubles,20
1002,,35,620,,,grass-doubles,20
1001,,35,606,,,grass-doubles,10
1002,,35,606,,,grass-doubles,10
1001,,35,326,,,grass-doubles,10
1002,,35,326,,,grass-doubles,10
1001,,35,426,,,grass-doubles,10
1002,,35,426,,,grass-doubles,10
1001,,35,286,,,grass-doubles,10
1002,,35,286,,,grass-doubles,10
1001,,35,357,,,grass-doubles,10
1002,,35,357,,,grass-doubles,10
1001,,35,596,,,grass-doubles,10
1002,,35,596,,,grass-doubles,10
1001,,35,113,,,grass-special,75
1002,,35,113,,,grass-special,75
1001,,35,242,,,grass-special,25
1002,,35,242,,,grass-special,25
1001,,35,119,,,surf-normal,60
1002,,35,119,,,surf-normal,60
1001,,35,457,,,surf-normal,40
1002,,35,457,,,surf-normal,40
1001,,35,186,,,surf-special,60
1002,,35,186,,,surf-special,60
1001,,35,350,,,surf-special,40
1002,,35,350,,,surf-special,40
1001,,35,118,,,fish-normal,70
1002,,35,118,,,fish-normal,70
1001,,35,550,,,fish-normal,30
1002,,35,550,,,fish-normal,30
1001,,35,118,,,fish-special,60
1002,,35,118,,,fish-special,60
1001,,35,550,,,fish-special,30
1002,,35,550,,,fish-special,30
1001,,35,119,,,fish-special,10
1002,,35,119,,,fish-special,10
1001,,253,358,,,grass-normal,20
1002,,253,358,,,grass-normal,20
1001,,253,37,,,grass-normal,20
1002,,253,37,,,grass-normal,20
1001,,253,58,,,grass-normal,10
1002,,253,58,,,grass-normal,10
1001,,253,546,,,grass-normal,10
1002,,253,546,,,grass-normal,10
1001,,253,548,,,grass-normal,10
1002,,253,548,,,grass-normal,10
1001,,253,436,,,grass-normal,10
1002,,253,436,,,grass-normal,10
1001,,253,198,,,grass-normal,10
1002,,253,198,,,grass-normal,10
1001,,253,200,,,grass-normal,10
1002,,253,200,,,grass-normal,10
1001,,253,133,,,grass-doubles,20
1002,,253,133,,,grass-doubles,20
1001,,253,437,,,grass-doubles,20
1002,,253,437,,,grass-doubles,20
1001,,253,203,,,grass-doubles,10
1002,,253,203,,,grass-doubles,10
1001,,253,234,,,grass-doubles,10
1002,,253,234,,,grass-doubles,10
1001,,253,97,,,grass-doubles,10
1002,,253,97,,,grass-doubles,10
1001,,253,262,,,grass-doubles,10
1002,,253,262,,,grass-doubles,10
1001,,253,122,,,grass-doubles,10
1002,,253,122,,,grass-doubles,10
1001,,253,185,,,grass-doubles,10
1002,,253,185,,,grass-doubles,10
1001,,253,531,,,grass-special,70
1002,,253,531,,,grass-special,70
1001,,253,587,,,grass-special,10
1002,,253,587,,,grass-special,10
1001,,253,59,,,grass-special,5
1002,,253,59,,,grass-special,5
1001,,253,38,,,grass-special,5
1002,,253,38,,,grass-special,5
1001,,253,547,,,grass-special,5
1002,,253,547,,,grass-special,5
1001,,253,549,,,grass-special,5
1002,,253,549,,,grass-special,5
1001,,253,79,,,surf-normal,100
1002,,253,79,,,surf-normal,100
1001,,253,199,,,surf-special,60
1002,,253,199,,,surf-special,60
1001,,253,80,,,surf-special,40
1002,,253,80,,,surf-special,40
1001,,253,118,,,fish-normal,70
1002,,253,118,,,fish-normal,70
1001,,253,550,,,fish-normal,30
1002,,253,550,,,fish-normal,30
1001,,253,118,,,fish-special,60
1002,,253,118,,,fish-special,60
1001,,253,550,,,fish-special,30
1002,,253,550,,,fish-special,30
1001,,253,119,,,fish-special,10
1002,,253,119,,,fish-special,10
1001,,253,250,70,70,legendary,1
1002,,253,250,70,70,legendary,1
1001,,253,645,75,75,legendary,1
1002,,253,645,75,75,legendary,1
1001,,34,538,,,grass-normal,20
1002,,34,538,,,grass-normal,20
1001,,34,539,,,grass-normal,20
1002,,34,539,,,grass-normal,20
1001,,34,236,,,grass-normal,10
1002,,34,236,,,grass-normal,10
1001,,34,75,,,grass-normal,10
1002,,34,75,,,grass-normal,10
1001,,34,444,,,grass-normal,10
1002,,34,444,,,grass-normal,10
1001,,34,247,,,grass-normal,10
1002,,34,247,,,grass-normal,10
1001,,34,115,,,grass-normal,10
1002,,34,115,,,grass-normal,10
1001,,34,105,,,grass-normal,10
1002,,34,105,,,grass-normal,10
1001,,34,67,,,grass-doubles,20
1002,,34,67,,,grass-doubles,20
1001,,34,533,,,grass-doubles,20
1002,,34,533,,,grass-doubles,20
1001,,34,247,,,grass-doubles,10
1002,,34,247,,,grass-doubles,10
1001,,34,207,,,grass-doubles,10
1002,,34,207,,,grass-doubles,10
1001,,34,115,,,grass-doubles,10
1002,,34,115,,,grass-doubles,10
1001,,34,232,,,grass-doubles,10
1002,,34,232,,,grass-doubles,10
1001,,34,217,,,grass-doubles,10
1002,,34,217,,,grass-doubles,10
1001,,34,105,,,grass-doubles,10
1002,,34,105,,,grass-doubles,10
1001,,34,531,,,grass-special,70
1002,,34,531,,,grass-special,70
1001,,34,587,,,grass-special,10
1002,,34,587,,,grass-special,10
1001,,34,248,,,grass-special,5
1002,,34,248,,,grass-special,5
1001,,34,472,,,grass-special,5
1002,,34,472,,,grass-special,5
1001,,34,68,,,grass-special,5
1002,,34,68,,,grass-special,5
1001,,34,534,,,grass-special,5
1002,,34,534,,,grass-special,5
1001,,34,383,70,70,legendary,1
1002,,34,383,70,70,legendary,1
1001,,255,581,,,bridge-special,20
1002,,255,581,,,bridge-special,20
1001,,255,279,,,bridge-special,20
1002,,255,279,,,bridge-special,20
1001,,255,334,,,bridge-special,20
1002,,255,334,,,bridge-special,20
1001,,255,22,,,bridge-special,20
1002,,255,22,,,bridge-special,20
1001,,255,188,,,bridge-special,20
1002,,255,188,,,bridge-special,20
1001,,255,384,70,70,legendary,1
1002,,255,384,70,70,legendary,1
1001,,495,303,,,cave-normal,20
1002,,495,303,,,cave-normal,20
1001,,495,302,,,cave-normal,20
1002,,495,302,,,cave-normal,20
1001,,495,108,,,cave-normal,10
1002,,495,108,,,cave-normal,10
1001,,495,75,,,cave-normal,10
1002,,495,75,,,cave-normal,10
1001,,495,527,,,cave-normal,10
1002,,495,527,,,cave-normal,10
1001,,495,525,,,cave-normal,10
1002,,495,525,,,cave-normal,10
1001,,495,105,,,cave-normal,10
1002,,495,105,,,cave-normal,10
1001,,495,297,,,cave-normal,10
1002,,495,297,,,cave-normal,10
1001,,495,530,,,cave-special,50
1002,,495,530,,,cave-special,50
1001,,495,51,,,cave-special,50
1002,,495,51,,,cave-special,50
1001,,495,649,75,75,legendary,1
1002,,495,649,75,75,legendary,1
1001,,495,82,,,cave-normal,10
1002,,495,82,,,cave-normal,10
1001,,495,42,,,cave-normal,10
1002,,495,42,,,cave-normal,10
1001,,495,202,,,cave-normal,10
1002,,495,202,,,cave-normal,10
1001,,495,47,,,cave-normal,10
1002,,495,47,,,cave-normal,10
1001,,495,101,,,cave-normal,10
1002,,495,101,,,cave-normal,10
1001,,495,150,75,75,legendary,1
1002,,495,150,75,75,legendary,1
1001,,495,491,70,70,legendary,1
1002,,495,491,70,70,legendary,1
1001,,495,64,,,cave-normal,10
1002,,495,64,,,cave-normal,10
1001,,495,634,,,cave-normal,10
1002,,495,634,,,cave-normal,10
1001,,495,308,,,cave-normal,10
1002,,495,308,,,cave-normal,10
1001,,495,217,,,cave-normal,10
1002,,495,217,,,cave-normal,10
1001,,495,232,,,cave-normal,10
1002,,495,232,,,cave-normal,10
1001,,495,54,,,surf-normal,90
1002,,495,54,,,surf-normal,90
1001,,495,72,,,surf-normal,10
1002,,495,72,,,surf-normal,10
1001,,495,73,,,surf-special,60
1002,,495,73,,,surf-special,60
1001,,495,55,,,surf-special,30
1002,,495,55,,,surf-special,30
1001,,495,121,,,surf-special,10
1002,,495,121,,,surf-special,10
1001,,495,118,,,fish-normal,90
1002,,495,118,,,fish-normal,90
1001,,495,61,,,fish-normal,10
1002,,495,61,,,fish-normal,10
1001,,495,119,,,fish-special,60
1002,,495,119,,,fish-special,60
1001,,495,130,,,fish-special,30
1002,,495,130,,,fish-special,30
1001,,495,62,,,fish-special,5
1002,,495,62,,,fish-special,5
1001,,495,186,,,fish-special,5
1002,,495,186,,,fish-special,5
1001,,495,493,80,80,legendary,1
1002,,495,493,80,80,legendary,1
